,PRMS_DT,PRDT_SHAP_CD_NM,영양제명,IFTKN_ATNT_MATR_CN,BSSH_NM,STDR_STND,PRIMARY_FNCLTY,POG_DAYCNT,CSTDY_MTHD,NTK_MTHD
450,20201029,정,삼성미즈모비오틴10000,0,(주)세종바이오팜,"1. 성상: 고유의 향미가 있고 이미, 이취가 없는 연한 노란색의 장방형 제피정제
2. 나이아신 : 표시량(15mg NE/500mg)의 80～150%
3. 판토텐산 : 표시량(5mg/500mg)의 80～180%
4. 비타민B6 : 표시량(1.5mg/500mg)의 80～150%
5. 비타민B2 : 표시량(1.4mg/500mg)의 80～180%
6. 비타민B1 : 표시량(1.2mg/500mg)의 80～180%
7. 비타민C : 표시량(100mg/500mg)의 80～150%
8. 비타민A : 표시량(700㎍ RE/500mg)의 80～150%
9. 비오틴 : 표시량(10,000㎍/500mg)의 80～180%
10. 대장균군: 음성
11. 붕해시험 :  60분 이내","①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
①탄수화물과 에너지 대사에 필요
①체내 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①체내 에너지 생성에 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",제조일로부터 24개월까지,0,"1일 1회, 1회 1정을 충분한 물과 함께 섭취하십시오."
451,20201030,캡슐,장대원 눈 건강 알티지오메가3 루테인 아스타잔틴,"[EPA 및 DHA 함유 유지]
(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
[마리골드꽃추출물]
과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
[헤마토코쿠스 추출물]
과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
β-카로틴의 흡수를 저해할 수 있음",(주)알피바이오,"1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 적색의 장방형 연질캡슐
2. EPA와 DHA의 합 : 표시량(600mg/1,050mg)의 80~120%
3. 루테인 : 표시량(20mg/1,050mg)의 80~120%
4. 아스타잔틴 : 표시량(4mg/1,050mg)의 80~120%
5. 중금속 : 납 2.7mg/kg 이하, 카드뮴 1.0mg/kg 이하, 수은 0.6mg/kg 이하, 비소 1.0mg/kg 이하
6. 잔류용매 : 초산에틸 50.0mg/kg 이하, 헥산 5.0mg/kg 이하
7. 대장균군 : 음성
8. 붕해시험 : 적합(20분 이내 붕해)","[EPA 및 DHA 함유 유지]
혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[마리골드꽃추출물]
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스 추출물]
①눈의 피로도 개선에 도움을 줄 수 있음",제조일로부터 24개월,0,"1일 1회, 1회 1캡슐(1,050mg)을 충분한 물과 함께 섭취하십시오."
452,20201103,분말,가족사랑 장건강 프리프로 바이오틱스,0,주식회사 바이오에비뉴,"(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 백색의 분말.
(2) 프락토올리고당 : 표시량 (3 g/5g)의 80~120%
(3) 프로바이오틱스 수: 표시량(100,000,000 CFU/5g) 이상
(4) 아연 : 표시량 (8.5mg/5g)의 80~150%
(5) 납(mg/kg) : 1.0 이하
(6) 대장균군 : 음성","[프로바이오틱스] 유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음

[프락토올리고당] 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 18개월까지,0,"1일 1회, 1회 1포(5g)씩 직접 또는 물과 함께 섭취하십시오."
453,20201103,캡슐,아임헬씨 알티지오메가3,"[EPA 및 DHA 함유 유지]
(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 연한 노랑색의 내용물을 함유한 투명한 장방형 연질캡슐
2. EPA와 DHA의 합 : 표시량(500mg/860mg)의 80~120%
3. 비타민E : 표시량(3.3mg α-TE/860mg)의 80~150%
4. 중금속 : 납 3.0mg/kg 이하, 카드뮴 1.0mg/kg 이하, 수은 0.5mg/kg 이하
5. 대장균군 : 음성
6. 붕해시험 : 적합(20분 이내 붕해)","[EPA 및 DHA 함유 유지]혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
[비타민E]①유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오."
454,20201104,분말,면역 장대원,"(가) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(다) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(라) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",주식회사 아람,"1. 성상: 이미, 이취가 없고 고유의 향미가 있는 연한 노랑색의 분말
2. 프로바이오틱스수 : 표시량[3,000,000,000CFU/2g]의 이상
3. 비타민B1 :표시량[1.2mg/2g]의 80~180%
4. 비타민B2 :표시량[1.4mg/2g]의 80~180%
5. 비타민B6 :표시량[1.5mg/2g]의 80~150%
6. 아연 :표시량[8.5mg/2g]의 80~150%
7. 대장균군 : 음성","유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 24개월,0,"1일 1회, 1회 1포씩 물과 함께 섭취하십시오"
455,20201104,분말,면역 장대원 키즈,"(가) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(다) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(라) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것

(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",주식회사 아람,"1. 성상 : 고유의 향미가 있고 이미, 이취가 없는 보라색의 분말
2. 프로바이오틱스수 : 표시량[1,000,000,000CFU/2g]의 이상
3. 비타민D : 표시량[10ug/2g]의 80~180%
4. 아연 : 표시량[8.5mg/2g]의 80~150%
5. 대장균군 : 음성","유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 24개월,0,"1일 1회, 1회 1포씩 물과 함께 섭취하십시오"
456,20201106,캡슐,기억력 알티지 오메가3 DHA,"[EPA 및 DHA 함유 유지]
(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것


[비타민D]
(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1. 성상 : 고유의 향미가 있고 이미, 이취가 없는 연한 노랑색의 내용물을 함유한 투명한 장방형 연질캡슐
2. EPA와 DHA의 합 : 표시량(1,000 mg / 1,680 mg) 의 80% ~ 120%
3. 비타민D : 표시량( 10㎍ / 1,680 mg)의 80% ~ 180 %
4. 중금속 : 납(3.0 mg/kg 이하), 카드뮴(1.0 mg/kg 이하), 수은(0.5 mg/kg 이하)
5. 대장균군 : 음성
6. 붕해시험 : 20분 이내","[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",제조일로부터 24개월,0,"1일 1회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오."
457,20201106,젤리,디노 면역 튼튼 어린이 홍삼 젤리스틱,"1) 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의하십시오.",(주)세종바이오팜,"1. 성상: 이미·이취가 없고, 고유의 향미가 있는 황갈색의 젤리
2. 진세노사이드 Rg1, Rb1 및 Rg3의 합: 표시량(5mg/30g)의 80% 이상
3. 아연: 표시량(10mg/30g)의 80~150%
4. 나이아신: 표시량(15mg/30g)의 80~150%
5. 비타민D: 표시량(10μg/30g)의 80~180%
6. 대장균군: 음성","[홍삼] 면역력 증진, 피로개선, 혈소판 응집억제를 통한 혈액 흐름, 기억력 개선, 항산화에 도움을 줄 수 있음
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[나이아신] 체내 에너지 생성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",제조일로부터 18개월,0,"1일 2회, 1회 1포(15g)를 충분히 씹어서 섭취하십시오."
458,20201111,분말,마이크로옴 포스트 바이오틱스,"(가) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(다) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(라) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(마) 섭취 시 가스참, 트림, 복통, 복부팽만감 등이 발생할 수 있음",주식회사 한국바이오건강,"① 성상: 고유의 향미가 있고 이미, 이취가 없는 노랑 하양색 분말
② 프로바이오틱스: 표시량(100,000,000CFU/4,000mg)이상
③ 프락토올리고당: 표시량(3,000mg/4,000mg)의 80~120%
④ 아연: 표시량(2.55mg/4,000mg)의 80~150%
⑤ 판토텐산: 표시량(3mg/4,000mg)의 80~180%
⑥ 납(mg/kg): 1.0 이하 
⑦ 대장균군: 음성","[프로바이오틱스]유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음
[프락토올리고당]장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",18개월,0,"1일 1회, 1회 1포를 섭취하십시오"
459,20201111,정,신터액트 키즈 츄어블,"고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
질환이 있거나 의약품 복용 시 전문가와 상담할 것
알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
섭취 전에 유통기한을 확인 후 섭취할 것. 또한 유통기한이 경과한 제품은 섭취하지 말 것
섭취량 및 섭취 방법을 확인 후 섭취할 것",코스맥스엔비티(주),"1. 성상 : 고유의 향미가 있고 이미, 이취가 없는 하양 동물 모양 츄어블 정제
2. 대장균군 : 음성
3. 프로바이오틱스 수 : 표시량 (500,000,000 CFU/1,500 mg) 이상
4. 아연 : 표시량(2.55 mg/1,500 mg)의 80~150%
5. 비타민 D : 표시량(10 ㎍/1,500 mg)의 80~180%","[프로바이오틱스]
유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음. 장 건강에 도움을 줄 수 있음

[아연]
①정상적인 면역기능에 필요
②정상적인 세포분열에 필요

[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌",제조일로부터18개월,0,"1일 1회, 1회 1정을 씹어서 섭취하십시오."
460,20201116,분말,하이뮨 포스트바이오틱스,"질환이 있거나 의약품 복용 시 전문가와 상담할 것
알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
섭취 시 가스참, 트림, 복통, 복부팽만감 등이 발생할 수 있음
고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것",코스맥스엔비티(주),"1) 성상: 고유의 향미가 있고 이미, 이취가 없는 노랑 하양 분말
2) 대장균군: 음성
3) 프로바이오틱스 수: 표시량 (1,000,000,000 CFU/5,000 mg)의 이상
4) 프락토올리고당: 표시랑 (3,000mg/5,000mg)의 80~120%
5) 아연: 표시량 :(4.25mg/5,000mg)의 80～150%
6) 셀렌: 표시량(27.5μg/5,000mg)의 80~150%
7) 비타민D: 표시량(5μg/5,000mg)의 80~180%
8) 납(mg/kg): 1.0 이하","[프로바이오틱스] 
유산균 증식 및 유해균 억제·배변활동 원활,장건강에 도움을 줄 수 있음

[프락토올리고당]
장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음

[셀렌] 
①유해산소로부터 세포를 보호하는데 필요

[아연]
①정상적인 면역기능에 필요
②정상적인 세포분열에 필요

[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌",제조일로부터 18개월,0,"1일 1회, 1회 1포를 직접 또는 물과 함께 섭취하시기 바랍니다."
461,20201118,캡슐,더 트루 알티지오메가3,"[EPA 및 DHA 함유 유지]
1.  의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
2.  개인에 따라 피부 관련 이상반응이 발생할 수 있음
3.  이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것

[마리골드꽃추출물]
1. 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음

[헤마토코쿠스 추출물]
1. 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
2. β-카로틴의 흡수를 저해할 수 있음",(주)알피바이오,"1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 진한 빨강색의 내용물을 함유한 빨간 갈색의 장방형 연질캡슐
2. 루테인 : 표시량 (20 mg / 1,200 mg)의 80% ~ 120%
3. EPA와 DHA의 합 : 표시량 (600 mg / 1,200 mg)의 80 ~ 120% 
4. 아스타잔틴 : 표시량 (4 mg / 1,200 mg)의 80 ~ 120%
5. 중금속 : 납(2.7 mg/kg 이하), 카드뮴(1.0 mg/kg 이하), 수은(0.6 mg/kg 이하), 비소(1.0 mg/kg 이하)
6. 대장균군 : 음성
7. 붕해시험 : 20분이내","[EPA 및 DHA 함유 유지]
혈중 중성지질 개선·혈행 개선··건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[마리골드꽃추출물]
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스 추출물]
눈의 피로도 개선에 도움을 줄 수 있음",제조일로부터 24개월,0,"1일 1회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오."
462,20201118,캡슐,퓨어-온 쏘팔메토 옥타코사놀,"[쏘팔메토 열매 추출물]
(가) 성인남성만 섭취할 것
(나) 수술 전후, 출혈성 질환이 있거나 항응고제 등 복용 시 전문가와 상담할 것
(다) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(라) 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있으니 식사 후 섭취할 것
(마) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1.성상: 이미, 이취가 없고 고유의 향미가 있는 연한 노랑색의 내용물을 함유한 어두운 갈색의 타원형 연질캡슐
2.로르산: 표시량(90mg/500mg)의 80~120%
3.아연: 표시량(3.6mg/500mg)의 80~150%
4.셀레늄:표시량(16.5㎍/500mg)의 80~150%
5.비타민C : 표시량(30mg/500mg)의 80~150%
6.옥타코사놀 : 표시량(20mg/500mg)dml 80~120%
7.중금속 : 납(1.0 mg/kg 이하), 카드뮴(1.0 mg/kg 이하), 수은(1.0 mg/kg 이하), 비소(1.0 mg/kg 이하)
8.대장균군: 음성
9.비타민E: 표시량(3.3 mg @ -TE/500mg)의  80~150%
10.붕해: 20분이내","[쏘팔메토 열매추출물]①전립선 건강의 유지에 도움을 줄 수 있음

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민E]①유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀렌]①유해산소로부터 세포를 보호하는데 필요

[옥타코사놀 함유 유지]①지구력 증진에 도움을 줄 수 있음",제조일로부터 24개월,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오."
463,20201118,캡슐,홈런킹,0,주식회사 바이오에비뉴,"1. 성상: 고유의 향미가 있고 이미·이취가 없는 노란색의 점도가 있는 내용물을 함유한 흑갈색의 장방형 연질캡슐
2. 로르산 : 표시량(115mg/2000mg)의 80~120%
3. 옥타코사놀 : 표시량(40mg/2000mg)의 80~120% 
4. 망간 : 표시량(3.6mg/2000mg)의 80~150%
5. 아연 : 표시량(12mg/2000mg)의 80~150%
6. 비타민B2 : 표시량(40mg/2000mg)의 80~180%
7. 헥산(mg/kg) : 5.0 이하
8. 납(mg/kg) : 1.0 이하
9. 카드뮴(mg/kg) : 1.0 이하
10. 수은(mg/kg) : 1.0 이하
11. 비소(mg/kg) : 1.0 이하
12. 대장균군 : 음성
13. 붕해시험 : 20분 이내","[쏘팔메토 열매 추출물] ①전립선 건강의 유지에 도움을 줄 수 있음

[옥타코사놀 함유 유지] ①지구력 증진에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B2] ①체내 에너지 생성에 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월까지,0,"1일 2회, 1회 1캡슐을 물과 함께 섭취하십시오."
464,20201119,캡슐,드시모네 365 캡슐,"1. 질환이 있거나 의약품 복용 시 전문가와 상담할 것
2. 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
3. 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
4. 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
5. 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
6. 섭취량 및 섭취방법을 확인 후 섭취하십시오.",코스맥스엔비티(주),"1. 성상: 고유의 향미가 있고 이미, 이취가 없는 연한 노랑색의 내용물을 함유한 흰색 불투명 장방형 경질캡슐
2. 대장균군: 음성
3. 유산균 수: 표시량(10,000,000,000 CFU/450 mg)이상
4. 아연: 표시량(2.55mg/450mg)의 80~150%
5. 납(mg/kg): 0.2 이하
6. 총비소(mg/kg): 1.0 이하
7. 카드뮴(mg/kg): 0.06 이하
8. 총수은(mg/kg): 0.04 이하
9. 붕해시험 : 20분이내","[프로바이오틱스(드시모네 개별인정형 2009-28호)] 
① 유익한 유산균 증식, 유해균 억제, 배변활동 원활
② 장 면역을 조절하여 장 건강에 도움을 줄 수 있음

[아연]
①정상적인 면역기능에 필요
②정상적인 세포분열에 필요",제조일로부터 18개월,0,"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오."
465,20201120,캡슐,알티지(rTG) 오메가-3 플러스 비타민E,"(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",주식회사 한국바이오건강,"① 성상: 이미, 이취가 없고 고유의 향미가 있는 연노랑 내용물을 함유한 연노랑 투명 연질 캡슐
② EPA와 DHA의 합: 표시량(500mg / 850mg)의 80~120%
③ 비타민E: 표시량(3.3mg / 850mg)의 80~150%
④ 중금속
i. 납(mg/kg): 3.0 이하
ii. 카드뮴(mg/kg): 1.0 이하
iii. 수은(mg/kg): 0.5 이하
⑤ 대장균군: 음성
⑥ 붕해: 20분 이내","혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월,0,"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오."
466,20201123,정,더아름퀸,"(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)미누스토리,"1. 성상 : 고유의 향미가 있고 이미, 이취가 없는 갈색 점박이를 함유한 밝은 회황색의 장방형 정제
2. 비타민E : 표시량(11mg/2400mg)의 80~150%
3. 비타민D: 표시량(10μg/2400mg)의 80~180%
4. 엽산 : 표시량(400μg/2400mg)의 80~150%
5. 셀렌 : 표시량(55μg/2400mg)의 80~150% 
6. 아연 : 표시량(8.5mg/2400mg)의 80~150%
7. 붕해 : 30분이내
8. 대장균군 : 음성","①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 24개월까지,0,"1일 2회 , 1회 1정을 충분한 물과 함께 섭취하십시오."
467,20201124,정,장대원 액티브 업,"[비타민D]
(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것

[비타민B1,B2, B12, 판토텐산, 비오틴]
이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1) 노란색의 장방형 제피정제
1-1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 노란색의 장방형 제피정제
1-2) 비타민E : 표시량 ｛16.5 mg a-TE/1,200mg｝ 의 80~150%
1-3) 비타민A : 표시량 ｛1,050 ug RE/1,200mg｝ 의 80~150%
1-4) 비타민D : 표시량 ｛15 ug /1,200mg｝ 의 80~180%
1-5) 붕해 : 60분 이내
1-6) 대장균군 : 음성

2) 청녹색의 장방형 제피정제
2-1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 청녹색의 장방형 제피정제
2-2) 비타민C : 표시량 ｛150 mg/1,200mg｝ 의 80~150%
2-3) 나이아신 : 표시량 ｛30 mgNE /1,200mg｝ 의 80~150%
2-4) 판토텐산 : 표시량 ｛10 mg/1,200mg｝ 의 80~180%
2-5) 비타민B12 : 표시량 ｛4.8 ug/1,200mg｝ 의 80~180%
2-6) 비타민B6 : 표시량 ｛3.0 mg/1,200mg｝ 의 80~150%
2-7) 비타민B1 : 표시량 ｛2.4 mg/1,200mg｝ 의 80~180%
2-8) 비타민B2 : 표시량 ｛2.8 mg/1,200mg｝ 의 80~180%
2-9) 엽산 : 표시량 ｛600 ug/1,200mg｝ 의 80~150%
2-10) 비오틴 : 표시량 ｛60 ug/1,200mg｝ 의 80~180%
2-11) 붕해 : 60분 이내
2-12) 대장균군 : 음성","[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B1]
①탄수화물과 에너지 대사에 필요
[비타민B2]
①체내 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]
①정상적인 엽산 대사에 필요
[나이아신]
①체내 에너지 생성에 필요
[판토텐산]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월,0,"1일 1회, 1회 1포(2정)를 충분한 물과 함께 섭취하십시오"
468,20201126,분말,리뉴 맥스뮨,"(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)비오팜,"①성상 : 고유의 향미가 있고 이미, 이취가 없으며 입자성이 있는 황회색의 분말 
②비타민D : 표시량(10㎍/3,000mg)의 80~180%
③아연 : 표시량(8.5mg/3,000mg)의 80~150%
④대장균군 : 음성","[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",제조일로부터 24개월까지,0,"1일 1회, 1회 1포(3g)를 물과 함께 섭취하십시오."
469,20201126,정,액티브 엽산+비타민D3,"[비타민D]
(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1) 성상: 고유의 향미가 있고 이미, 이취가 없는 연한 분홍색의 장방형 제피정제
2) 엽산: 표시량 {800㎍/500mg(1정)｝의 80~150%
3) 비타민B6: 표시량｛20mg/500mg(1정)｝의 80~150%
4) 비타민B12: 표시량｛25㎍/500mg(1정)｝의 80~180%
5) 비타민D: 표시량｛25㎍/500mg(1정)｝의 80~180%
6) 붕해시험 : 60분 이내
7) 대장균군 : 음성","[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B12]
①정상적인 엽산 대사에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",제조일로부터 24개월까지,0,"1일 1회, 1회 1정(500mg)을 충분한 물과 함께 섭취하십시오."
470,20201127,캡슐,오칼디,"(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",동서바이오팜(주),"① 성상 : 고유의 향미가 있고 이미, 이취가 없는 하양색의 분말을 함유한 흰색의 경질캡슐
② 비타민D(%) : 표시량(10 μg / 1,000 mg)의 80 ~ 180 %
③ 칼슘 : 표시량(210mg / 1,000 mg)의 80 ~ 150 %
④ 납(kg/mg): 3.0  이하
⑤ 대장균군 : 음성
⑥ 붕해시험 : 20분 이내","①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",제조일로부터 24개월까지,0,"1일 2회, 1회 1캡슐(500 mg)을 물과함께 섭취하십시오."
